0,0,0,0,GOLD,200,1
0,0,2,1,GOLD,199,2
0,0,0,0,GOLD,200,1
0,0,0,1,GOLD,198,3
0,0,2,0,WUMPUS,0,1
0,0,0,1,WUMPUS,-35,6
0,0,1,2,WUMPUS,0,1
0,0,1,0,PIT,-31,12
0,0,1,1,PIT,0,1
0,0,3,3,PIT,-1,2
0,0,3,2,GOLD,193,8
0,0,1,3,WUMPUS,-23,4
0,0,3,0,GOLD,100,31
0,0,1,3,PIT,-19,10
0,0,1,2,WUMPUS,-21,12
0,0,3,2,WUMPUS,-14,5
0,0,0,2,PIT,0,1
0,0,2,0,GOLD,190,11
0,0,0,2,WUMPUS,0,1
0,0,2,0,GOLD,199,2
0,0,1,1,GOLD,193,8
0,0,0,2,PIT,0,1
0,0,1,0,GOLD,195,6
0,0,3,1,WUMPUS,0,1
0,0,0,3,WUMPUS,0,1
0,0,1,1,PIT,-1,2
0,0,2,1,GOLD,191,10
0,0,2,3,WUMPUS,-2,3
0,0,1,0,PIT,-3,4
0,0,0,2,GOLD,196,5
0,0,3,3,GOLD,191,10
0,0,0,3,GOLD,199,2
0,0,3,0,PIT,0,1
0,0,3,2,PIT,-14,5
0,0,0,2,WUMPUS,-3,4
0,0,3,0,PIT,-2,3
0,0,0,1,PIT,-2,3
0,0,2,1,GOLD,186,5
0,0,2,1,PIT,-3,4
0,0,3,3,GOLD,191,10
0,0,1,3,WUMPUS,-5,6
0,0,0,1,GOLD,196,5
0,0,3,1,GOLD,192,9
0,0,1,2,WUMPUS,-36,17
0,0,2,0,PIT,-1,2
0,0,1,0,WUMPUS,-1,2
0,0,3,2,GOLD,188,3
0,0,0,0,GOLD,200,1
0,0,2,3,GOLD,177,14
0,0,3,2,WUMPUS,-24,15
0,0,3,1,WUMPUS,-3,4
0,0,2,1,WUMPUS,-13,14
0,0,2,2,WUMPUS,-1,2
0,0,2,0,GOLD,199,2
0,0,0,1,WUMPUS,-15,6
0,0,3,1,GOLD,193,8
0,0,3,1,WUMPUS,0,1
0,0,3,2,GOLD,191,10
0,0,0,1,GOLD,198,3
0,0,2,3,PIT,0,1
0,0,2,1,GOLD,192,9
0,0,2,3,GOLD,169,12
0,0,2,3,WUMPUS,-8,9
0,0,3,1,WUMPUS,-3,4
0,0,0,0,GOLD,200,1
0,0,0,0,GOLD,200,1
0,0,3,3,PIT,-4,5
0,0,2,0,PIT,0,1
0,0,0,3,GOLD,185,6
0,0,2,0,WUMPUS,-10,11
0,0,0,3,WUMPUS,-42,13
0,0,1,2,PIT,-9,10
0,0,3,0,WUMPUS,-2,3
0,0,1,2,PIT,-11,12
0,0,0,0,GOLD,200,1
0,0,3,3,PIT,-2,3
0,0,2,3,PIT,-2,3
0,0,0,0,GOLD,200,1
0,0,3,3,GOLD,168,13
0,0,2,2,PIT,-12,3
0,0,1,3,GOLD,198,3
0,0,3,2,WUMPUS,-7,8
0,0,0,3,PIT,-5,6
0,0,0,0,GOLD,200,1
0,0,1,1,WUMPUS,-19,10
0,0,2,3,PIT,-52,13
0,0,3,2,WUMPUS,-1,2
0,0,1,2,GOLD,196,5
0,0,1,2,PIT,-4,5
0,0,0,1,GOLD,125,16
0,0,1,2,GOLD,198,3
0,0,0,3,WUMPUS,-4,5
0,0,3,2,WUMPUS,-2,3
0,0,2,2,WUMPUS,-1,2
0,0,3,1,GOLD,193,8
0,0,2,1,GOLD,180,11
0,0,0,3,GOLD,197,4
0,0,2,2,GOLD,189,12
0,0,1,3,PIT,-13,4
0,0,0,3,WUMPUS,-17,8
