1,3,3,3,PIT,-21,3
1,3,3,3,WUMPUS,-8,4
1,3,3,3,WUMPUS,-14,8
1,3,3,3,WUMPUS,-38,24
1,3,3,3,PIT,-78,42
1,3,3,3,PIT,-22,14
1,3,3,3,GOLD,169,24
1,3,3,3,GOLD,173,18
1,3,3,3,GOLD,175,16
1,3,3,3,GOLD,167,28
1,3,3,3,GOLD,115,64
1,3,3,3,GOLD,175,20
1,3,3,3,GOLD,161,34
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
1,3,3,3,GOLD,185,10
