0,0,0,2,WUMPUS,-1,2
0,0,3,1,WUMPUS,0,1
0,0,3,0,PIT,-2,3
0,0,2,2,PIT,-3,4
0,0,2,3,PIT,-47,38
0,0,2,0,WUMPUS,0,1
0,0,2,1,PIT,-5,6
0,0,2,1,GOLD,198,3
0,0,1,3,PIT,0,1
0,0,2,1,WUMPUS,-52,33
0,0,3,1,WUMPUS,-1,2
0,0,0,0,GOLD,200,1
0,0,2,2,GOLD,199,2
0,0,0,3,GOLD,180,21
0,0,3,2,WUMPUS,-3,4
0,0,2,3,PIT,-30,21
0,0,0,3,WUMPUS,-12,13
0,0,3,3,WUMPUS,-4,5
0,0,2,1,WUMPUS,0,1
0,0,3,1,WUMPUS,-4,5
0,0,1,0,GOLD,198,3
0,0,3,3,WUMPUS,-6,7
0,0,3,0,PIT,-8,9
0,0,3,2,GOLD,199,2
0,0,0,1,GOLD,191,10
0,0,3,1,PIT,-1,2
0,0,1,0,WUMPUS,-26,17
0,0,1,0,PIT,-2,3
0,0,3,2,GOLD,196,5
0,0,0,3,PIT,-1,2
0,0,1,0,GOLD,198,3
0,0,2,0,PIT,-30,21
0,0,3,1,PIT,-62,23
0,0,3,2,GOLD,174,7
0,0,2,2,GOLD,199,2
0,0,0,2,PIT,-13,14
0,0,3,2,WUMPUS,0,1
0,0,0,3,WUMPUS,-2,3
0,0,0,3,PIT,0,1
0,0,3,3,PIT,0,1
0,0,1,1,PIT,-19,10
0,0,2,3,PIT,-1,2
0,0,3,2,WUMPUS,-22,13
0,0,0,0,GOLD,200,1
0,0,3,0,PIT,-1,2
0,0,3,2,WUMPUS,0,1
0,0,3,1,PIT,-5,6
0,0,2,3,PIT,0,1
0,0,3,3,GOLD,198,3
0,0,2,2,GOLD,197,4
0,0,3,3,WUMPUS,-38,9
0,0,0,0,GOLD,200,1
0,0,1,0,PIT,-31,22
0,0,0,3,PIT,0,1
0,0,0,1,PIT,-6,7
0,0,1,3,WUMPUS,-6,7
0,0,0,0,GOLD,200,1
0,0,2,2,PIT,-1,2
0,0,3,2,WUMPUS,0,1
0,0,1,2,GOLD,173,8
0,0,0,3,WUMPUS,-77,78
0,0,0,2,PIT,0,1
0,0,3,2,PIT,0,1
0,0,2,1,PIT,-2,3
0,0,0,0,GOLD,200,1
0,0,1,2,GOLD,150,51
0,0,3,0,GOLD,176,25
0,0,3,3,PIT,0,1
0,0,2,2,PIT,0,1
0,0,1,0,GOLD,190,11
0,0,1,2,PIT,-26,7
0,0,0,1,PIT,-2,3
0,0,1,3,WUMPUS,-15,16
0,0,3,2,GOLD,199,2
0,0,2,2,PIT,-3,4
0,0,3,0,PIT,-2,3
0,0,3,1,GOLD,199,2
0,0,0,0,GOLD,200,1
0,0,3,1,PIT,-3,4
0,0,2,3,WUMPUS,-9,10
0,0,0,2,PIT,-22,13
0,0,3,2,WUMPUS,-1,2
0,0,1,2,PIT,-2,3
0,0,1,1,WUMPUS,0,1
0,0,1,2,GOLD,174,7
0,0,0,0,GOLD,200,1
0,0,0,0,GOLD,200,1
0,0,2,2,WUMPUS,-1,2
0,0,3,2,PIT,0,1
0,0,3,3,GOLD,199,2
0,0,0,0,GOLD,200,1
0,0,2,3,PIT,-7,8
0,0,3,1,GOLD,193,8
0,0,2,0,GOLD,194,7
