0,0,0,3,WUMPUS,-4,4
0,0,0,3,WUMPUS,-6,6
0,0,0,3,PIT,-10,10
0,0,0,3,WUMPUS,-8,8
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,193,7
0,0,0,3,WUMPUS,-2,2
0,0,0,3,GOLD,197,3
0,0,0,3,WUMPUS,-2,2
0,0,0,3,PIT,-18,18
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
0,0,0,3,GOLD,197,3
3,0,0,3,WUMPUS,-7,7
3,0,0,3,WUMPUS,-3,3
0,0,0,3,PIT,-6,6
0,3,0,3,WUMPUS,-14,4
0,0,0,3,WUMPUS,-4,4
0,1,0,3,GOLD,196,4
3,1,0,3,PIT,-17,7
2,3,0,3,GOLD,198,2
3,0,0,3,PIT,-7,7
2,3,0,3,PIT,-1,1
0,1,0,3,GOLD,198,2
3,0,0,3,GOLD,184,16
0,1,0,3,GOLD,198,2
0,1,0,3,GOLD,198,2
2,3,0,3,GOLD,184,16
0,3,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
2,3,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
0,2,0,3,GOLD,199,1
1,3,0,3,GOLD,199,1
0,1,0,3,GOLD,198,2
3,3,0,3,GOLD,181,19
3,0,0,3,GOLD,192,8
3,0,0,3,GOLD,194,6
3,0,0,3,GOLD,194,6
3,3,0,3,GOLD,187,13
0,3,0,3,GOLD,198,2
1,3,0,3,GOLD,199,1
1,0,0,3,GOLD,196,4
1,0,0,3,GOLD,196,4
3,0,0,3,GOLD,194,6
0,3,0,3,GOLD,198,2
3,3,0,3,GOLD,191,9
3,1,0,3,GOLD,193,7
3,3,0,3,GOLD,189,11
3,2,0,3,GOLD,192,8
3,1,0,3,GOLD,193,7
2,0,0,3,GOLD,195,5
1,3,0,3,GOLD,199,1
3,1,0,3,GOLD,193,7
0,0,0,3,GOLD,197,3
3,1,0,3,GOLD,193,7
0,1,0,3,GOLD,198,2
0,2,0,3,GOLD,199,1
1,3,0,3,GOLD,199,1
0,1,0,3,GOLD,198,2
3,2,0,3,GOLD,192,8
0,1,0,3,GOLD,198,2
0,1,0,3,GOLD,198,2
0,2,0,3,GOLD,199,1
3,0,0,3,GOLD,194,6
3,1,0,3,GOLD,193,7
0,0,0,3,GOLD,197,3
1,0,0,3,GOLD,196,4
3,2,0,3,GOLD,192,8
3,0,0,3,GOLD,194,6
2,0,0,3,GOLD,195,5
3,3,0,3,GOLD,191,9
0,0,0,3,GOLD,197,3
3,2,0,3,GOLD,192,8
0,3,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
3,3,0,3,GOLD,191,9
1,3,0,3,GOLD,199,1
0,1,0,3,GOLD,198,2
0,1,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
3,0,0,3,GOLD,194,6
1,3,0,3,GOLD,199,1
0,0,0,3,GOLD,197,3
2,0,0,3,GOLD,195,5
0,1,0,3,GOLD,198,2
3,0,0,3,GOLD,194,6
0,1,0,3,GOLD,198,2
0,1,0,3,GOLD,198,2
3,0,0,3,GOLD,194,6
1,0,0,3,GOLD,196,4
1,0,0,3,GOLD,196,4
3,3,0,3,GOLD,191,9
1,3,0,3,GOLD,199,1
0,3,0,3,GOLD,198,2
0,0,0,3,GOLD,197,3
3,0,0,3,GOLD,194,6
3,0,0,3,GOLD,194,6
3,3,0,3,GOLD,191,9
2,0,0,3,GOLD,195,5
3,2,0,3,GOLD,192,8
1,3,0,3,GOLD,199,1
3,0,0,3,GOLD,194,6
0,0,0,3,GOLD,197,3
0,3,0,3,GOLD,198,2
0,3,0,3,GOLD,198,2
0,2,0,3,GOLD,199,1
3,0,0,3,GOLD,194,6
0,1,0,3,GOLD,198,2
3,2,0,3,GOLD,192,8
0,3,0,3,GOLD,198,2
